7.569883488653998427e+01,1.082892980000000000e+08
5.714596135136277866e+01,1.054423180000000000e+08
1.609103966107734038e+02,1.095806580000000000e+08
4.658466557836283641e+02,1.063846980000000000e+08
2.213734925368249833e+02,1.098691780000000000e+08
1.393705690790595497e+01,9.755697800000000000e+07
4.616061457021787646e+02,1.062244980000000000e+08
1.420673242689697133e+02,1.080759780000000000e+08
3.465302728253722364e+01,1.024453380000000000e+08
6.463813807198775407e+01,1.067485380000000000e+08
5.396638710947004824e+01,1.090101580000000000e+08
4.260354960632045049e+02,1.084546380000000000e+08
1.146675150328187556e+03,1.084539380000000000e+08
3.187786526721092173e+02,1.043140580000000000e+08
1.161494961168395292e+02,1.043366580000000000e+08
2.066547085504297598e+01,1.023983580000000000e+08
3.137990506982682746e+02,1.065154380000000000e+08
2.697414018746184752e+02,1.070589980000000000e+08
1.214219864030108198e+02,1.122147780000000000e+08
5.929832357181533098e+01,1.119336780000000000e+08
1.611531535071733003e+02,1.088747980000000000e+08
3.324163452217425174e+01,1.070716180000000000e+08
7.454067190470583171e+01,1.038531580000000000e+08
8.399325496244817657e+01,1.068752380000000000e+08
2.052436610059492352e+02,1.064935780000000000e+08
4.891617134347423956e+01,1.065860780000000000e+08
2.414575009366693621e+02,1.033509380000000000e+08
2.744541098970894311e+01,1.038053380000000000e+08
1.778436913951603913e+02,1.076428180000000000e+08
6.611061279117494678e+02,1.113427980000000000e+08
3.771103981461980226e+01,1.033038180000000000e+08
4.285225685195212577e+02,1.068894580000000000e+08
7.002308675453771336e+00,8.576251800000000000e+07
4.639298957355837274e+02,1.100485380000000000e+08
1.693287307103294381e+02,1.097916580000000000e+08
1.232579357961267874e+02,1.070864780000000000e+08
4.758308596269743020e+02,1.077276780000000000e+08
2.857362314533441463e+02,1.063942380000000000e+08
9.114860351251402903e+01,1.062072180000000000e+08
3.678560471998547854e+01,1.061504580000000000e+08
2.592391673580746101e+02,1.046639780000000000e+08
9.820061131762273021e+01,1.099986180000000000e+08
3.924520821931865555e+01,1.078747580000000000e+08
1.325966587707061421e+02,1.100048980000000000e+08
3.021392885165130906e+02,1.123776780000000000e+08
1.775137931816238961e+02,1.061813980000000000e+08
7.141058815971099705e+01,1.095810180000000000e+08
7.579861496922287643e+02,1.120783780000000000e+08
2.782465087929628655e+00,4.474361800000000000e+07
2.692351639569608892e+02,1.058265380000000000e+08
2.010565819495717221e+02,1.089613180000000000e+08
5.599242762597154979e+02,1.101813580000000000e+08
2.591370011595474807e+02,1.095749580000000000e+08
6.891503535949265142e+02,1.099879180000000000e+08
1.745814764899218972e+02,1.083207380000000000e+08
4.464616586117413704e+02,1.055175180000000000e+08
4.744339790278947930e+02,1.094768980000000000e+08
2.720444814290375461e+02,1.046884580000000000e+08
5.168284176512614749e+02,1.094486780000000000e+08
2.041662241943272420e+02,1.105012580000000000e+08
8.533844869122357295e+02,1.104039780000000000e+08
5.492259728285501978e+02,1.127577580000000000e+08
4.510531069938296156e+01,1.041905580000000000e+08
2.730312261923340884e+02,1.069712580000000000e+08
1.687985425714705556e+01,9.916013800000000000e+07
1.492798600802022690e+02,1.100560980000000000e+08
1.307820984478570381e+02,1.092007180000000000e+08
7.986854892612873869e+01,1.028681180000000000e+08
1.674134017934786129e+02,1.076820180000000000e+08
1.280144043427690121e+02,1.063411780000000000e+08
5.887908436594647128e+02,1.047882380000000000e+08
5.548269876480280800e+02,1.042024380000000000e+08
4.745591994462324692e+01,1.075654380000000000e+08
4.392022828413811339e+02,1.087768580000000000e+08
5.152342128614641581e+01,1.093033180000000000e+08
8.385733300537015111e+01,1.081480980000000000e+08
2.241112301157470199e+01,1.000566780000000000e+08
2.628382232506708647e+02,1.062602380000000000e+08
4.864059765337565289e-02,3.175925180000000000e+08
3.012531446506157451e+01,1.051019180000000000e+08
3.271941806120419756e+02,1.094049580000000000e+08
1.713637169600085883e+02,1.111125780000000000e+08
1.826890139454082203e+02,1.083002580000000000e+08
7.215087814434802738e+01,1.063314180000000000e+08
5.940142374393550639e+00,6.574433800000000000e+07
1.315931732896710002e+02,1.090259580000000000e+08
2.853439112668428379e+02,1.054059180000000000e+08
1.091843491503982477e+03,1.088604380000000000e+08
6.261904046045453924e+02,1.050706780000000000e+08
1.610411888775476541e+02,1.119176780000000000e+08
3.127130161515146938e+02,1.090761980000000000e+08
1.155653424338113355e+00,1.120457580000000000e+08
1.065076624870438593e+02,1.086263380000000000e+08
7.424114246551668828e+01,1.065649780000000000e+08
6.292766502420914776e+02,1.098219980000000000e+08
2.134554331766690893e+02,1.104524980000000000e+08
2.637588413629697470e+01,1.015695180000000000e+08
2.045761283517111622e+02,1.070029980000000000e+08
2.916495672128380647e+02,1.077350380000000000e+08
2.521972123803277910e+01,9.979737800000000000e+07
2.084016727940225451e+02,1.066368980000000000e+08
1.851774827932621292e+02,1.061598380000000000e+08
8.156675674510786678e+00,8.743585800000000000e+07
9.069960638675152609e+01,1.087237380000000000e+08
1.925111864908011512e+02,1.106774380000000000e+08
1.681167982086284667e+02,1.077434780000000000e+08
2.233744848508308962e+02,1.042481180000000000e+08
3.733341433205691828e+02,1.116970180000000000e+08
2.633675826636663260e+02,1.070186980000000000e+08
9.235610829130061461e+01,1.094474580000000000e+08
8.221603113286025177e+01,1.106538580000000000e+08
1.508697944398860216e+02,1.119719980000000000e+08
2.372489920467836910e+01,1.057437580000000000e+08
2.645444628046740263e+02,1.047587980000000000e+08
1.074291883553399600e+02,1.062658780000000000e+08
8.277006834598179807e+01,1.061002380000000000e+08
1.168685163227962249e+02,1.085445580000000000e+08
3.975706165662431317e+02,1.099731580000000000e+08
2.042816789269076878e+02,1.107814780000000000e+08
1.902215379729750921e+01,1.025141380000000000e+08
5.292546665395138206e+01,1.106451580000000000e+08
2.771639412515417575e+02,1.086769580000000000e+08
6.772392398280102555e+01,1.066484380000000000e+08
2.412431986356895663e+02,1.110986980000000000e+08
1.548825817341461573e+02,1.067266980000000000e+08
9.532721246119082537e+01,1.099299380000000000e+08
7.089154560881016209e+01,1.081683980000000000e+08
4.796858874320188448e+01,1.047215980000000000e+08
2.848046124505439138e+02,1.072465580000000000e+08
1.357065216745832288e+02,1.072839980000000000e+08
1.098231061261465129e+02,1.066764580000000000e+08
5.712598762400600663e+02,1.091024580000000000e+08
5.602450292262973335e+02,1.082171380000000000e+08
7.756485752819047264e+01,1.097808980000000000e+08
3.008167071182892869e+02,1.078449380000000000e+08
3.172579350829386158e+02,1.087811180000000000e+08
3.983009201690013583e+02,1.112391780000000000e+08
4.342963986404325851e+02,1.091698780000000000e+08
8.294375789568082382e+02,1.078424980000000000e+08
5.706971830814271698e+02,1.106163580000000000e+08
6.123304046260583391e+02,1.122966980000000000e+08
2.832300864444806052e+02,1.105212780000000000e+08
7.776835794979655248e+02,1.080408580000000000e+08
1.518687075579457257e+02,1.107496580000000000e+08
9.361235956430782608e+02,1.068627980000000000e+08
3.950768750262505478e+02,1.102788380000000000e+08
4.001980227358451998e+02,1.064609180000000000e+08
4.069958791763985460e+02,1.051904980000000000e+08
1.633218301366974003e+02,1.075778980000000000e+08
1.344393391779443334e+02,1.110301380000000000e+08
1.358787594841098496e+02,1.086712180000000000e+08
8.654241529943564615e+01,1.076351580000000000e+08
2.883713577573043381e+02,1.094656780000000000e+08
1.312986094459588742e+02,1.060396380000000000e+08
2.135413248408630125e+02,1.069601380000000000e+08
2.888457210348212101e+01,1.070155180000000000e+08
6.730076353340875812e+02,1.076854780000000000e+08
1.067982417503187378e+02,1.096244180000000000e+08
5.999223732092489314e+01,1.068662380000000000e+08
2.218679052751336656e+01,1.039568780000000000e+08
1.525579291839994198e+02,1.079528180000000000e+08
8.533069601661249237e+01,1.073622580000000000e+08
5.904220329574316111e+02,1.107832780000000000e+08
3.073530208842586831e+01,1.062104780000000000e+08
4.186796365714420887e+01,1.060179180000000000e+08
